ProcessNum, Sample, Priority, Elapsed_Time_Microseconds
0, 9, -10, 300000
0, 10, -10, 316667
0, 11, -10, 300000
0, 12, -10, 316667
0, 13, -10, 316667
0, 14, -10, 333333
0, 15, -10, 300000
0, 16, -10, 316667
0, 17, -10, 316666
0, 18, -10, 316667
0, 19, -10, 300000
0, 20, -10, 316667
0, 21, -10, 300000
0, 22, -10, 333333
0, 23, -10, 316667
0, 24, -10, 316667
0, 25, -10, 316666
0, 26, -10, 316667
0, 27, -10, 333334
0, 28, -10, 316667
0, 29, -10, 316666
0, 30, -10, 316667
1, 1, 0, 333334
1, 2, 0, 300000
1, 3, 0, 333334
1, 4, 0, 316666
1, 5, 0, 316667
1, 6, 0, 316666
1, 7, 0, 316667
1, 8, 0, 316666
1, 9, 0, 300000
1, 10, 0, 316667
1, 11, 0, 300000
1, 12, 0, 333333
1, 13, 0, 316667
1, 14, 0, 333333
1, 15, 0, 316667
1, 16, 0, 316667
1, 17, 0, 316666
1, 18, 0, 316667
1, 19, 0, 300000
1, 20, 0, 316667
1, 21, 0, 300000
1, 22, 0, 333333
1, 23, 0, 316667
1, 24, 0, 316667
1, 25, 0, 316666
1, 26, 0, 316667
1, 27, 0, 333334
1, 28, 0, 316667
1, 29, 0, 316666
1, 30, 0, 316667
2, 1, 10, 483334
2, 2, 10, 466666
2, 3, 10, 483334
2, 4, 10, 483333
2, 5, 10, 466667
2, 6, 10, 466666
2, 7, 10, 483334
2, 8, 10, 466666
2, 9, 10, 466667
2, 10, 10, 483333
2, 11, 10, 466667
2, 12, 10, 483333
2, 13, 10, 466667
2, 14, 10, 500000
2, 15, 10, 533333
2, 16, 10, 483334
2, 17, 10, 483333
2, 18, 10, 483333
2, 19, 10, 466667
2, 20, 10, 483333
2, 21, 10, 466667
2, 22, 10, 500000
2, 23, 10, 483333
2, 24, 10, 483334
2, 25, 10, 483333
2, 26, 10, 483333
2, 27, 10, 500000
2, 28, 10, 483334
2, 29, 10, 483333
2, 30, 10, 483333
0, 1, -20, 316667
0, 2, -20, 333333
0, 3, -20, 333334
0, 4, -20, 316666
0, 5, -20, 316667
0, 6, -20, 316667
0, 7, -20, 333333
0, 8, -20, 333333
0, 9, -20, 333334
0, 10, -20, 316666
0, 11, -20, 316666
0, 12, -20, 316667
0, 13, -20, 316667
0, 14, -20, 283333
0, 15, -20, 316667
0, 16, -20, 300000
0, 17, -20, 316667
0, 18, -20, 300000
0, 19, -20, 300000
0, 20, -20, 300000
0, 21, -20, 316666
0, 22, -20, 300000
0, 23, -20, 316666
0, 24, -20, 316667
0, 25, -20, 316666
0, 26, -20, 316667
0, 27, -20, 316667
0, 28, -20, 316667
0, 29, -20, 300000
0, 30, -20, 333333
1, 1, 0, 316667
1, 2, 0, 333333
1, 3, 0, 333334
1, 4, 0, 316666
1, 5, 0, 316667
1, 6, 0, 316667
1, 7, 0, 333333
1, 8, 0, 333333
1, 9, 0, 333334
1, 10, 0, 316666
1, 11, 0, 316666
1, 12, 0, 316667
1, 13, 0, 316667
1, 14, 0, 283333
1, 15, 0, 316667
1, 16, 0, 300000
1, 17, 0, 316667
1, 18, 0, 300000
1, 19, 0, 300000
1, 20, 0, 300000
1, 21, 0, 316666
1, 22, 0, 300000
1, 23, 0, 316666
1, 24, 0, 316667
1, 25, 0, 316666
1, 26, 0, 316667
1, 27, 0, 316667
1, 28, 0, 316667
1, 29, 0, 300000
1, 30, 0, 333333
2, 1, 10, 466667
2, 2, 10, 483333
2, 3, 10, 483334
2, 4, 10, 483333
2, 5, 10, 483333
2, 6, 10, 483334
2, 7, 10, 483333
2, 8, 10, 483333
2, 9, 10, 483334
2, 10, 10, 500000
2, 11, 10, 466666
2, 12, 10, 466667
2, 13, 10, 500000
2, 14, 10, 450000
2, 15, 10, 483333
2, 16, 10, 466667
2, 17, 10, 466667
2, 18, 10, 466666
2, 19, 10, 466667
2, 20, 10, 466667
2, 21, 10, 483333
2, 22, 10, 450000
2, 23, 10, 483333
2, 24, 10, 466667
2, 25, 10, 466666
2, 26, 10, 466667
2, 27, 10, 483333
2, 28, 10, 466667
2, 29, 10, 466667
2, 30, 10, 483333
0, 1, 0, 300000
0, 2, 0, 316666
0, 3, 0, 300000
0, 4, 0, 300000
0, 5, 0, 300000
0, 6, 0, 316667
0, 7, 0, 300000
0, 8, 0, 300000
0, 9, 0, 316667
0, 10, 0, 316667
0, 11, 0, 316667
0, 12, 0, 316667
0, 13, 0, 316666
0, 14, 0, 316667
0, 15, 0, 333333
0, 16, 0, 300000
0, 17, 0, 316666
0, 18, 0, 283333
0, 19, 0, 316666
0, 20, 0, 316667
0, 21, 0, 333333
0, 22, 0, 300000
0, 23, 0, 316667
0, 24, 0, 316666
0, 25, 0, 316667
0, 26, 0, 316667
0, 27, 0, 316666
0, 28, 0, 316667
0, 29, 0, 316666
0, 30, 0, 316667
1, 1, 0, 300000
1, 2, 0, 316666
1, 3, 0, 300000
1, 4, 0, 300000
1, 5, 0, 300000
1, 6, 0, 316667
1, 7, 0, 300000
1, 8, 0, 300000
1, 9, 0, 316667
1, 10, 0, 316667
1, 11, 0, 316667
1, 12, 0, 316667
1, 13, 0, 316666
1, 14, 0, 316667
1, 15, 0, 333333
1, 16, 0, 300000
1, 17, 0, 316666
1, 18, 0, 283333
1, 19, 0, 316666
1, 20, 0, 316667
1, 21, 0, 333333
1, 22, 0, 300000
1, 23, 0, 316667
1, 24, 0, 316666
1, 25, 0, 316667
1, 26, 0, 316667
1, 27, 0, 316666
1, 28, 0, 316667
1, 29, 0, 316666
1, 30, 0, 316667
2, 1, 20, 466667
2, 2, 20, 483333
2, 3, 20, 466667
2, 4, 20, 466666
2, 5, 20, 450000
2, 6, 20, 466667
2, 7, 20, 466667
2, 8, 20, 466666
2, 9, 20, 466667
2, 10, 20, 483333
2, 11, 20, 466667
2, 12, 20, 466667
2, 13, 20, 466666
2, 14, 20, 483334
2, 15, 20, 483333
2, 16, 20, 466667
2, 17, 20, 483333
2, 18, 20, 466667
2, 19, 20, 466666
2, 20, 20, 483334
2, 21, 20, 500000
2, 22, 20, 466666
2, 23, 20, 483334
2, 24, 20, 483333
2, 25, 20, 483333
2, 26, 20, 483334
2, 27, 20, 466666
2, 28, 20, 483334
2, 29, 20, 466666
2, 30, 20, 483334
0, 1, 10, 483333
0, 2, 10, 450000
0, 3, 10, 483333
0, 4, 10, 483334
0, 5, 10, 483333
0, 6, 10, 466667
0, 7, 10, 466666
0, 8, 10, 500000
0, 9, 10, 450000
0, 10, 10, 483334
0, 11, 10, 483333
0, 12, 10, 466667
0, 13, 10, 466667
0, 14, 10, 466667
0, 15, 10, 483333
0, 16, 10, 483333
0, 17, 10, 450000
0, 18, 10, 483334
0, 19, 10, 483333
0, 20, 10, 500000
0, 21, 10, 466667
0, 22, 10, 483333
0, 23, 10, 483333
0, 24, 10, 483334
0, 25, 10, 500000
0, 26, 10, 466666
0, 27, 10, 466667
0, 28, 10, 483333
0, 29, 10, 466667
0, 30, 10, 483333
1, 1, 10, 483333
1, 2, 10, 450000
1, 3, 10, 483333
1, 4, 10, 483334
1, 5, 10, 483333
1, 6, 10, 466667
1, 7, 10, 466666
1, 8, 10, 500000
1, 9, 10, 450000
1, 10, 10, 483334
1, 11, 10, 483333
1, 12, 10, 483333
1, 13, 10, 466667
1, 14, 10, 466667
1, 15, 10, 483333
1, 16, 10, 483333
1, 17, 10, 450000
1, 18, 10, 483334
1, 19, 10, 483333
1, 20, 10, 500000
1, 21, 10, 466667
1, 22, 10, 483333
1, 23, 10, 483333
1, 24, 10, 483334
1, 25, 10, 500000
1, 26, 10, 466666
1, 27, 10, 466667
1, 28, 10, 483333
1, 29, 10, 466667
1, 30, 10, 483333
2, 1, -10, 483333
2, 2, -10, 450000
2, 3, -10, 483333
2, 4, -10, 483334
2, 5, -10, 483333
2, 6, -10, 466667
2, 7, -10, 466666
2, 8, -10, 500000
2, 9, -10, 450000
2, 10, -10, 483334
2, 11, -10, 483333
2, 12, -10, 483333
2, 13, -10, 466667
2, 14, -10, 466667
2, 15, -10, 483333
2, 16, -10, 483333
2, 17, -10, 450000
2, 18, -10, 483334
2, 19, -10, 483333
2, 20, -10, 500000
2, 21, -10, 466667
2, 22, -10, 483333
2, 23, -10, 483333
2, 24, -10, 483334
2, 25, -10, 500000
2, 26, -10, 466666
2, 27, -10, 466667
2, 28, -10, 483333
2, 29, -10, 466667
2, 30, -10, 483333
0, 1, -20, 316667
0, 2, -20, 300000
0, 3, -20, 316666
0, 4, -20, 300000
0, 5, -20, 316666
0, 6, -20, 316667
0, 7, -20, 316666
0, 8, -20, 300000
0, 9, -20, 316667
0, 10, -20, 300000
0, 11, -20, 316667
0, 12, -20, 316666
0, 13, -20, 316666
0, 14, -20, 316667
0, 15, -20, 316666
0, 16, -20, 300000
0, 17, -20, 316667
0, 18, -20, 333333
0, 19, -20, 316667
0, 20, -20, 316667
0, 21, -20, 316667
0, 22, -20, 316667
0, 23, -20, 316666
0, 24, -20, 316667
0, 25, -20, 300000
0, 26, -20, 316667
0, 27, -20, 300000
0, 28, -20, 316666
0, 29, -20, 300000
0, 30, -20, 316666
1, 1, -20, 466667
1, 2, -20, 466667
1, 3, -20, 483333
1, 4, -20, 466667
1, 5, -20, 466666
1, 6, -20, 483334
1, 7, -20, 466666
1, 8, -20, 466667
1, 9, -20, 483333
1, 10, -20, 450000
1, 11, -20, 483334
1, 12, -20, 450000
1, 13, -20, 483333
1, 14, -20, 466667
1, 15, -20, 483333
1, 16, -20, 450000
1, 17, -20, 466667
1, 18, -20, 483333
1, 19, -20, 483333
1, 20, -20, 466667
1, 21, -20, 483333
1, 22, -20, 483334
1, 23, -20, 483333
1, 24, -20, 483333
1, 25, -20, 450000
1, 26, -20, 483334
1, 27, -20, 450000
1, 28, -20, 483333
1, 29, -20, 466667
1, 30, -20, 466666
2, 1, -20, 466667
2, 2, -20, 466667
2, 3, -20, 483333
2, 4, -20, 466667
2, 5, -20, 466666
2, 6, -20, 483334
2, 7, -20, 466666
2, 8, -20, 466667
2, 9, -20, 483333
2, 10, -20, 450000
2, 11, -20, 483334
2, 12, -20, 450000
2, 13, -20, 483333
2, 14, -20, 466667
2, 15, -20, 483333
2, 16, -20, 450000
2, 17, -20, 466667
2, 18, -20, 483333
2, 19, -20, 483333
2, 20, -20, 466667
2, 21, -20, 483333
2, 22, -20, 483334
2, 23, -20, 483333
2, 24, -20, 483333
2, 25, -20, 450000
2, 26, -20, 483334
2, 27, -20, 450000
2, 28, -20, 483333
2, 29, -20, 466667
2, 30, -20, 466666
